index,onetsoccode,agg_pairs,ai_score,software_score,robot_score
"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021.00,18.0,1.3641971349716187,0.7280555963516235,0.2620753347873688
"Arbitrators, Mediators, and Conciliators",23-1022.00,26.0,0.6129454970359802,0.4702351987361908,0.15348300337791443
"Judges, Magistrate Judges, and Magistrates",23-1023.00,24.0,0.2743324637413025,0.3317335546016693,0.07595236599445343
Paralegals and Legal Assistants,23-2011.00,17.0,0.6244838833808899,0.3648524880409241,0.09679699689149857
Court Reporters,23-2091.00,13.0,0.011351263150572777,0.20740589499473572,0.03185693174600601
"Title Examiners, Abstractors, and Searchers",23-2093.00,31.0,0.05714057385921478,0.13403813540935516,0.01917733997106552
"Business Teachers, Postsecondary",25-1011.00,21.0,0.12012965977191925,0.13278722763061523,0.03429034724831581
"Computer Science Teachers, Postsecondary",25-1021.00,20.0,0.0,0.11384261399507523,0.06442191451787949
"Mathematical Science Teachers, Postsecondary",25-1022.00,18.0,0.0,0.10170244425535202,0.02213965356349945
"Architecture Teachers, Postsecondary",25-1031.00,18.0,0.0,0.09815634787082672,0.020212538540363312
"Engineering Teachers, Postsecondary",25-1032.00,18.0,0.0,0.09792985767126083,0.020529557019472122
"Agricultural Sciences Teachers, Postsecondary",25-1041.00,19.0,0.0,0.09177935868501663,0.018965337425470352
"Biological Science Teachers, Postsecondary",25-1042.00,22.0,0.0,0.09971041232347488,0.025174258276820183
"Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,20.0,0.0,0.08771844953298569,0.017592638731002808
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051.00,22.0,0.041482113301754,0.22839631140232086,0.08910542726516724
"Chemistry Teachers, Postsecondary",25-1052.00,22.0,0.12314809113740921,0.1930438131093979,0.07743862271308899
"Environmental Science Teachers, Postsecondary",25-1053.00,19.0,0.0,0.0945480540394783,0.020136846229434013
"Physics Teachers, Postsecondary",25-1054.00,19.0,0.0,0.10245804488658905,0.0593172162771225
"Anthropology and Archeology Teachers, Postsecondary",25-1061.00,19.0,0.0,0.09475606679916382,0.019628213718533516
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062.00,20.0,0.017638742923736572,0.09798412024974823,0.03021959774196148
"Economics Teachers, Postsecondary",25-1063.00,18.0,0.0,0.10143674165010452,0.021421218290925026
"Geography Teachers, Postsecondary",25-1064.00,20.0,0.0,0.12095579504966736,0.018902702257037163
"Political Science Teachers, Postsecondary",25-1065.00,18.0,0.0,0.10051849484443665,0.021380146965384483
"Psychology Teachers, Postsecondary",25-1066.00,20.0,0.018153732642531395,0.10060249269008636,0.020203420892357826
"Sociology Teachers, Postsecondary",25-1067.00,18.0,0.0,0.09919416904449463,0.020725589245557785
"Health Specialties Teachers, Postsecondary",25-1071.00,18.0,0.0,0.10063096880912781,0.021386023610830307
"Nursing Instructors and Teachers, Postsecondary",25-1072.00,22.0,0.03654150292277336,0.1186610609292984,0.046980127692222595
"Education Teachers, Postsecondary",25-1081.00,20.0,0.0,0.1037491112947464,0.018538126721978188
"Library Science Teachers, Postsecondary",25-1082.00,20.0,0.00826018676161766,0.10651656240224838,0.03845689445734024
"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111.00,18.0,0.0,0.10121303051710129,0.021467385813593864
"Law Teachers, Postsecondary",25-1112.00,19.0,0.0,0.10221568495035172,0.019678175449371338
"Social Work Teachers, Postsecondary",25-1113.00,18.0,0.0,0.09798358380794525,0.02001252770423889
"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,23.0,0.0,0.11668862402439117,0.01664733700454235
"Communications Teachers, Postsecondary",25-1122.00,18.0,0.0,0.09981086850166321,0.02111692912876606
"English Language and Literature Teachers, Postsecondary",25-1123.00,25.0,0.0,0.08712486177682877,0.022969862446188927
"Foreign Language and Literature Teachers, Postsecondary",25-1124.00,21.0,0.021039074286818504,0.09296431392431259,0.019716322422027588
"History Teachers, Postsecondary",25-1125.00,21.0,0.011470562778413296,0.09815216809511185,0.04745814949274063
"Philosophy and Religion Teachers, Postsecondary",25-1126.00,19.0,0.0,0.09612489491701126,0.02033941075205803
Graduate Teaching Assistants,25-1191.00,21.0,0.015049148350954056,0.05041300132870674,0.04138459637761116
"Home Economics Teachers, Postsecondary",25-1192.00,18.0,0.0,0.1004314050078392,0.021509571000933647
"Recreation and Fitness Studies Teachers, Postsecondary",25-1193.00,19.0,0.0,0.10081727057695389,0.02097333036363125
"Vocational Education Teachers, Postsecondary",25-1194.00,26.0,0.6205979585647583,0.4726351797580719,0.5074948668479919
"Preschool Teachers, Except Special Education",25-2011.00,45.0,0.34885507822036743,0.2984205484390259,0.32984283566474915
"Kindergarten Teachers, Except Special Education",25-2012.00,50.0,0.3404713571071625,0.3377086818218231,0.23577217757701874
"Elementary School Teachers, Except Special Education",25-2021.00,46.0,0.3377668857574463,0.33362963795661926,0.10276584327220917
"Middle School Teachers, Except Special and Career/Technical Education",25-2022.00,41.0,0.3565845489501953,0.2852379083633423,0.10213210433721542
"Career/Technical Education Teachers, Middle School",25-2023.00,39.0,0.2885061800479889,0.2701336145401001,0.12326321750879288
"Secondary School Teachers, Except Special and Career/Technical Education",25-2031.00,39.0,0.36868032813072205,0.2875382602214813,0.10280235856771469
"Career/Technical Education Teachers, Secondary School",25-2032.00,37.0,0.3185301423072815,0.2569372057914734,0.09328147768974304
"Special Education Teachers, Kindergarten and Elementary School",25-2052.00,51.0,0.2994527518749237,0.29402539134025574,0.1974356323480606
"Special Education Teachers, Middle School",25-2053.00,46.0,0.4244053363800049,0.3240208327770233,0.20857174694538116
"Special Education Teachers, Secondary School",25-2054.00,47.0,0.40994298458099365,0.31045395135879517,0.20780347287654877
Adapted Physical Education Specialists,25-2059.01,25.0,0.4280056655406952,0.27140164375305176,0.11251073330640793
Adult Basic and Secondary Education and Literacy Teachers and Instructors,25-3011.00,51.0,0.37694215774536133,0.26924780011177063,0.13718606531620026
Self-Enrichment Education Teachers,25-3021.00,43.0,0.3697804808616638,0.2885599434375763,0.09913268685340881
Tutors,25-3099.02,30.0,0.4924299716949463,0.34944355487823486,0.34038013219833374
Archivists,25-4011.00,19.0,0.13693711161613464,0.1453072726726532,0.12778541445732117
Curators,25-4012.00,25.0,0.30878204107284546,0.17655545473098755,0.033924564719200134
Museum Technicians and Conservators,25-4013.00,38.0,0.32100558280944824,0.26577281951904297,0.14742062985897064
Librarians,25-4021.00,43.0,0.24901507794857025,0.20689542591571808,0.1293296217918396
Library Technicians,25-4031.00,40.0,0.08038515597581863,0.1869756579399109,0.09495971351861954
Audio-Visual and Multimedia Collections Specialists,25-9011.00,23.0,0.162803515791893,0.480042040348053,0.5045787692070007
Farm and Home Management Advisors,25-9021.00,16.0,0.6961605548858643,0.5541819930076599,0.19257155060768127
Instructional Coordinators,25-9031.00,32.0,0.22843621671199799,0.16516846418380737,0.143671452999115
Instructional Designers and Technologists,25-9031.01,26.0,0.46655428409576416,0.31193026900291443,0.07074268162250519
Teacher Assistants,25-9041.00,39.0,0.10743318498134613,0.20748603343963623,0.20199792087078094
Art Directors,27-1011.00,23.0,0.46088096499443054,0.5338334441184998,0.13756737112998962
Craft Artists,27-1012.00,14.0,0.2757412791252136,0.32432085275650024,0.11354971677064896
"Fine Artists, Including Painters, Sculptors, and Illustrators",27-1013.00,47.0,0.39766570925712585,0.4654412269592285,0.23055769503116608
Multimedia Artists and Animators,27-1014.00,20.0,0.39243102073669434,0.6211221218109131,0.33714747428894043
Commercial and Industrial Designers,27-1021.00,24.0,0.7651846408843994,0.6470617651939392,0.21013112366199493
Fashion Designers,27-1022.00,30.0,0.37637951970100403,0.31402918696403503,0.2484782487154007
Floral Designers,27-1023.00,17.0,0.2294691950082779,0.17045079171657562,0.031378213316202164
Graphic Designers,27-1024.00,25.0,1.0535492897033691,0.9210144877433777,0.5522294640541077
Interior Designers,27-1025.00,18.0,0.44282960891723633,0.27372273802757263,0.07928335666656494
Merchandise Displayers and Window Trimmers,27-1026.00,31.0,0.4579557478427887,0.4204361140727997,0.31202924251556396
Set and Exhibit Designers,27-1027.00,33.0,0.24946558475494385,0.3188203275203705,0.37756985425949097
Actors,27-2011.00,24.0,0.11592546105384827,0.11716105788946152,0.15904991328716278
Producers,27-2012.01,29.0,0.3886041045188904,0.3167967200279236,0.12585444748401642
"Directors- Stage, Motion Pictures, Television, and Radio",27-2012.02,31.0,0.3357614576816559,0.2952752709388733,0.11210333555936813
Program Directors,27-2012.03,31.0,0.2911914587020874,0.2934327721595764,0.099055215716362
Talent Directors,27-2012.04,19.0,0.5855470895767212,0.30305805802345276,0.1166461929678917
Technical Directors/Managers,27-2012.05,19.0,0.31198400259017944,0.6739227175712585,0.4652065634727478
Athletes and Sports Competitors,27-2021.00,15.0,0.47913599014282227,0.3460162580013275,0.17917971312999725
Coaches and Scouts,27-2022.00,37.0,0.37794509530067444,0.38516291975975037,0.6959595680236816
"Umpires, Referees, and Other Sports Officials",27-2023.00,26.0,0.28287312388420105,0.20355571806430817,0.21092145144939423
Dancers,27-2031.00,13.0,0.09719522297382355,0.11924897134304047,0.07106831669807434
Choreographers,27-2032.00,29.0,0.18963803350925446,0.21026511490345,0.14929555356502533
Music Directors,27-2041.01,26.0,0.08596859127283096,0.15920647978782654,0.013355543836951256
Music Composers and Arrangers,27-2041.04,32.0,0.4230285882949829,0.29255568981170654,0.09993469715118408
Singers,27-2042.01,16.0,0.21687005460262299,0.23978233337402344,0.1097436174750328
"Musicians, Instrumental",27-2042.02,16.0,0.3215014338493347,0.20489229261875153,0.11268089711666107
Radio and Television Announcers,27-3011.00,34.0,0.22013282775878906,0.3236612379550934,0.1705000102519989
Public Address System and Other Announcers,27-3012.00,19.0,0.02044673264026642,0.15579792857170105,0.06212325766682625
Broadcast News Analysts,27-3021.00,13.0,0.06423214823007584,0.14338862895965576,0.02601046860218048
Reporters and Correspondents,27-3022.00,39.0,0.1070336177945137,0.18006891012191772,0.07593727856874466
Public Relations Specialists,27-3031.00,27.0,0.21432878077030182,0.2646392285823822,0.09020566940307617
Editors,27-3041.00,31.0,0.25149762630462646,0.17552481591701508,0.11222534626722336
Technical Writers,27-3042.00,22.0,0.5235525965690613,0.3485255539417267,0.1245250478386879
Copy Writers,27-3043.04,17.0,0.40437421202659607,0.24883967638015747,0.051063720136880875
"Poets, Lyricists and Creative Writers",27-3043.05,24.0,0.017642110586166382,0.06773736327886581,0.025440763682127
Interpreters and Translators,27-3091.00,24.0,0.01790723390877247,0.07153018563985825,0.008038870990276337
Audio and Video Equipment Technicians,27-4011.00,36.0,0.30936312675476074,0.7128006815910339,0.5988472104072571
Broadcast Technicians,27-4012.00,46.0,0.6151120662689209,1.1471182107925415,0.9121303558349609
Radio Operators,27-4013.00,25.0,0.663501501083374,0.9596818685531616,1.1756659746170044
Sound Engineering Technicians,27-4014.00,19.0,0.643683910369873,2.1404800415039062,0.5730783939361572
Photographers,27-4021.00,38.0,0.808655321598053,0.7576620578765869,0.9337747693061829
"Camera Operators, Television, Video, and Motion Picture",27-4031.00,42.0,0.5268393158912659,0.7667280435562134,0.575743556022644
Film and Video Editors,27-4032.00,36.0,0.22658737003803253,0.41290950775146484,0.37273135781288147
Chiropractors,29-1011.00,16.0,0.29759612679481506,0.13994449377059937,0.1719730943441391
"Dentists, General",29-1021.00,28.0,0.3951731026172638,0.30110716819763184,0.1398489773273468
Oral and Maxillofacial Surgeons,29-1022.00,14.0,0.2596814036369324,0.34481143951416016,1.1240392923355103
Orthodontists,29-1023.00,14.0,0.23368629813194275,0.17607957124710083,0.2678818106651306
Prosthodontists,29-1024.00,18.0,0.670804500579834,1.738121509552002,0.471210777759552
Dietitians and Nutritionists,29-1031.00,29.0,0.39472392201423645,0.30407804250717163,0.1460428088903427
Optometrists,29-1041.00,14.0,1.077344536781311,0.4913909137248993,0.5401970744132996
Pharmacists,29-1051.00,29.0,0.16598263382911682,0.2975919246673584,0.10613598674535751
Anesthesiologists,29-1061.00,29.0,0.4545407295227051,0.7485670447349548,0.12964746356010437
Family and General Practitioners,29-1062.00,24.0,0.24566151201725006,0.17042693495750427,0.09083719551563263
"Internists, General",29-1063.00,26.0,0.28949883580207825,0.20387963950634003,0.10378918796777725
Obstetricians and Gynecologists,29-1064.00,21.0,0.28171077370643616,0.19135825335979462,0.0960785299539566
"Pediatricians, General",29-1065.00,27.0,0.31870386004447937,0.4597701132297516,0.12364096939563751
Psychiatrists,29-1066.00,16.0,0.30016762018203735,0.21342849731445312,0.0438033752143383
Surgeons,29-1067.00,18.0,0.6162903904914856,0.5194555521011353,0.1700141429901123
Allergists and Immunologists,29-1069.01,13.0,0.2529688775539398,0.21176724135875702,0.08343883603811264
Dermatologists,29-1069.02,17.0,0.6252865195274353,0.28936538100242615,0.1259593516588211
Hospitalists,29-1069.03,10.0,0.08512045443058014,0.08303997665643692,0.0688040629029274
Neurologists,29-1069.04,25.0,0.3554275333881378,0.21476632356643677,0.049214672297239304
Nuclear Medicine Physicians,29-1069.05,25.0,0.5369855761528015,0.3714328706264496,0.22632627189159393
Ophthalmologists,29-1069.06,16.0,0.21585847437381744,0.3557144105434418,0.051299840211868286
Pathologists,29-1069.07,24.0,0.9270446300506592,0.34704646468162537,0.07048758864402771
Physical Medicine and Rehabilitation Physicians,29-1069.08,16.0,0.34471121430397034,0.20597541332244873,0.10144371539354324
Preventive Medicine Physicians,29-1069.09,13.0,0.3833281695842743,0.4823727607727051,0.06613600254058838
Radiologists,29-1069.10,33.0,0.3320198953151703,0.34299561381340027,0.11612303555011749
Sports Medicine Physicians,29-1069.11,25.0,0.2353198230266571,0.25997158885002136,0.07312258332967758
Urologists,29-1069.12,16.0,0.5974327921867371,0.3120601177215576,0.13773003220558167
Physician Assistants,29-1071.00,13.0,0.18435849249362946,1.0328662395477295,0.09463392943143845
Anesthesiologist Assistants,29-1071.01,9.0,0.2650410532951355,0.37531885504722595,0.33627042174339294
Podiatrists,29-1081.00,15.0,0.24892152845859528,0.10277486592531204,0.05627850443124771
Occupational Therapists,29-1122.00,19.0,1.1509432792663574,0.7107517719268799,0.22910845279693604
"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122.01,24.0,0.39642465114593506,0.39722752571105957,0.3193654716014862
Physical Therapists,29-1123.00,39.0,0.8116994500160217,0.4732743501663208,0.25311434268951416
Radiation Therapists,29-1124.00,24.0,0.22447578608989716,0.24797233939170837,0.28664129972457886
Recreational Therapists,29-1125.00,19.0,0.5068100690841675,0.39745867252349854,0.09384975582361221
Art Therapists,29-1125.01,31.0,0.4398375153541565,0.30754876136779785,0.1238732635974884
Music Therapists,29-1125.02,36.0,0.3902199864387512,0.2708844542503357,0.10411526262760162
Respiratory Therapists,29-1126.00,36.0,0.41241830587387085,0.46014726161956787,0.5252893567085266
Speech-Language Pathologists,29-1127.00,34.0,0.18725773692131042,0.25743648409843445,0.112213134765625
Exercise Physiologists,29-1128.00,26.0,0.3897453248500824,0.2362767457962036,0.07023023813962936
Veterinarians,29-1131.00,29.0,0.6452776193618774,0.5135274529457092,0.421672523021698
Registered Nurses,29-1141.00,30.0,0.45803380012512207,0.3274899125099182,0.10214261710643768
Acute Care Nurses,29-1141.01,27.0,0.41798198223114014,0.48557499051094055,0.19549620151519775
Advanced Practice Psychiatric Nurses,29-1141.02,19.0,0.7713703513145447,0.43424084782600403,0.10506615042686462
Critical Care Nurses,29-1141.03,33.0,1.1837884187698364,0.5461012125015259,0.19875532388687134
Clinical Nurse Specialists,29-1141.04,34.0,0.39923641085624695,0.28955674171447754,0.1419452428817749
Nurse Anesthetists,29-1151.00,30.0,0.3777378797531128,0.5597821474075317,0.31041842699050903
Nurse Midwives,29-1161.00,26.0,0.43240994215011597,0.3024384081363678,0.23059338331222534
Nurse Practitioners,29-1171.00,34.0,0.1700422763824463,0.24884256720542908,0.05938863009214401
Audiologists,29-1181.00,25.0,0.6413676738739014,0.6113836765289307,0.22817614674568176
Acupuncturists,29-1199.01,25.0,0.4595017731189728,0.24039168655872345,0.15672694146633148
Naturopathic Physicians,29-1199.04,24.0,0.15663489699363708,0.10250458866357803,0.0194493867456913
Orthoptists,29-1199.05,11.0,0.18124951422214508,0.36998796463012695,0.10666386038064957
Medical and Clinical Laboratory Technologists,29-2011.00,16.0,1.1864029169082642,0.6934297680854797,0.3096395432949066
Cytogenetic Technologists,29-2011.01,42.0,0.8820868134498596,0.5365655422210693,0.28136494755744934
Cytotechnologists,29-2011.02,23.0,1.1187642812728882,0.5684628486633301,0.25911563634872437
Histotechnologists and Histologic Technicians,29-2011.03,14.0,0.7098240256309509,0.6174333691596985,0.5921570062637329
Medical and Clinical Laboratory Technicians,29-2012.00,21.0,0.9860648512840271,0.9116827845573425,0.2214346081018448
Dental Hygienists,29-2021.00,23.0,0.49842625856399536,0.3346208930015564,0.4964829683303833
Cardiovascular Technologists and Technicians,29-2031.00,48.0,0.3675197958946228,0.5373961925506592,0.5367577075958252
Diagnostic Medical Sonographers,29-2032.00,39.0,0.1757587343454361,1.138405442237854,0.4182032644748688
Nuclear Medicine Technologists,29-2033.00,19.0,0.31738612055778503,0.3681780993938446,0.18875357508659363
Radiologic Technologists,29-2034.00,40.0,0.5232619643211365,0.7035970687866211,0.7363056540489197
Magnetic Resonance Imaging Technologists,29-2035.00,34.0,0.6629071235656738,0.5665571689605713,0.39275023341178894
Emergency Medical Technicians and Paramedics,29-2041.00,22.0,0.29887986183166504,0.36627575755119324,0.32042017579078674
Dietetic Technicians,29-2051.00,19.0,0.14179527759552002,0.24361784756183624,0.08820255845785141
Pharmacy Technicians,29-2052.00,35.0,0.08420458436012268,0.2406589239835739,0.1621614545583725
Psychiatric Technicians,29-2053.00,26.0,0.0911581814289093,0.09958960115909576,0.10413353145122528
Respiratory Therapy Technicians,29-2054.00,24.0,0.4256094992160797,0.3898744583129883,0.15783369541168213
Surgical Technologists,29-2055.00,24.0,0.1713341772556305,0.30814871191978455,0.4184471368789673
Veterinary Technologists and Technicians,29-2056.00,36.0,0.3571842610836029,0.4822644591331482,0.5454608201980591
Ophthalmic Medical Technicians,29-2057.00,20.0,0.3877454698085785,0.6468614935874939,0.7374695539474487
Licensed Practical and Licensed Vocational Nurses,29-2061.00,33.0,0.21394656598567963,0.397012323141098,0.8052014112472534
Medical Records and Health Information Technicians,29-2071.00,23.0,0.31439679861068726,0.3298450708389282,0.19940319657325745
"Opticians, Dispensing",29-2081.00,31.0,0.29611316323280334,0.460163414478302,0.8868615627288818
Orthotists and Prosthetists,29-2091.00,20.0,0.643295168876648,0.3526797890663147,0.16078896820545197
Hearing Aid Specialists,29-2092.00,9.0,0.1558319628238678,0.21955423057079315,0.04821917042136192
Neurodiagnostic Technologists,29-2099.01,22.0,0.47033974528312683,0.49986574053764343,0.34313666820526123
Ophthalmic Medical Technologists,29-2099.05,27.0,0.5676013827323914,0.5679688453674316,0.3595576882362366
Radiologic Technicians,29-2099.06,31.0,0.4208039343357086,0.6956421136856079,0.7225853204727173
Surgical Assistants,29-2099.07,31.0,0.35236427187919617,0.39476945996284485,0.939776599407196
Occupational Health and Safety Specialists,29-9011.00,29.0,0.47605884075164795,0.34057286381721497,0.25819602608680725
Occupational Health and Safety Technicians,29-9012.00,35.0,0.37729281187057495,0.31625065207481384,0.2816782593727112
Athletic Trainers,29-9091.00,27.0,0.21176211535930634,0.1985078603029251,0.15640883147716522
Genetic Counselors,29-9092.00,24.0,0.20350466668605804,0.297299325466156,0.08834179490804672
Midwives,29-9099.01,40.0,0.5472316145896912,0.3467104136943817,0.1152266263961792
Home Health Aides,31-1011.00,16.0,0.09844270348548889,0.13195039331912994,0.2438032478094101
Psychiatric Aides,31-1013.00,25.0,0.43226000666618347,0.29233160614967346,0.12328765541315079
Nursing Assistants,31-1014.00,45.0,0.3390219509601593,0.3029205799102783,0.3475463092327118
Orderlies,31-1015.00,29.0,0.13629589974880219,0.28440919518470764,0.5870926380157471
Occupational Therapy Assistants,31-2011.00,30.0,0.2995980978012085,0.30088892579078674,0.13307741284370422
Occupational Therapy Aides,31-2012.00,29.0,0.2347712516784668,0.2826822102069855,0.13439792394638062
Physical Therapist Assistants,31-2021.00,26.0,0.35320526361465454,0.36482563614845276,0.3453677296638489
Physical Therapist Aides,31-2022.00,32.0,0.2767978012561798,0.24178546667099,0.3581806719303131
Massage Therapists,31-9011.00,12.0,0.13706688582897186,0.1048227921128273,0.02513732574880123
Dental Assistants,31-9091.00,22.0,0.14745363593101501,0.4525800943374634,0.4192568361759186
Medical Assistants,31-9092.00,30.0,0.14847631752490997,0.283525675535202,0.14938414096832275
Medical Equipment Preparers,31-9093.00,27.0,0.4788367748260498,0.5051587820053101,1.7818108797073364
Medical Transcriptionists,31-9094.00,20.0,0.25991082191467285,0.5334539413452148,0.24773681163787842
Pharmacy Aides,31-9095.00,27.0,0.1966075450181961,0.6039620041847229,0.41430726647377014
Veterinary Assistants and Laboratory Animal Caretakers,31-9096.00,37.0,0.7329150438308716,0.6666938662528992,0.5438587665557861
Phlebotomists,31-9097.00,25.0,0.10527870059013367,0.26050108671188354,1.1636452674865723
Speech-Language Pathology Assistants,31-9099.01,16.0,0.052472326904535294,0.22787541151046753,0.10845015197992325
Endoscopy Technicians,31-9099.02,12.0,0.0,0.19573959708213806,0.24076783657073975
First-Line Supervisors of Correctional Officers,33-1011.00,27.0,0.5693054795265198,0.5119550228118896,0.48545631766319275
First-Line Supervisors of Police and Detectives,33-1012.00,24.0,0.27640029788017273,0.2866169512271881,0.26082420349121094
Municipal Fire Fighting and Prevention Supervisors,33-1021.01,39.0,0.38331303000450134,0.324456125497818,0.13537487387657166
Forest Fire Fighting and Prevention Supervisors,33-1021.02,43.0,0.4374484419822693,0.36403486132621765,0.3109322488307953
Municipal Firefighters,33-2011.01,37.0,0.2204417586326599,0.36174750328063965,0.561659038066864
Forest Firefighters,33-2011.02,37.0,0.09497536718845367,0.2502921521663666,0.3537982404232025
Fire Inspectors,33-2021.01,33.0,0.35593512654304504,0.24904698133468628,0.30699649453163147
Fire Investigators,33-2021.02,21.0,1.0753200054168701,0.5535110831260681,0.16414427757263184
Forest Fire Inspectors and Prevention Specialists,33-2022.00,17.0,0.3120081126689911,0.11019846051931381,0.04260505363345146
Bailiffs,33-3011.00,23.0,0.026890642940998077,0.18206369876861572,0.1197136789560318
Correctional Officers and Jailers,33-3012.00,29.0,0.24511106312274933,0.5652389526367188,0.5258395671844482
Police Detectives,33-3021.01,55.0,0.33359864354133606,0.19402533769607544,0.11753090471029282
Police Identification and Records Officers,33-3021.02,11.0,0.5358784794807434,0.5681838989257812,0.1879306584596634
Criminal Investigators and Special Agents,33-3021.03,25.0,0.8955765962600708,0.9548372030258179,0.10545263439416885
Immigration and Customs Inspectors,33-3021.05,12.0,0.5956029891967773,0.3937777578830719,0.21276883780956268
Intelligence Analysts,33-3021.06,26.0,0.673601508140564,0.48059767484664917,0.24180275201797485
Fish and Game Wardens,33-3031.00,31.0,0.4612641930580139,0.6161997318267822,0.5554901361465454
Parking Enforcement Workers,33-3041.00,29.0,0.3327736556529999,0.38451120257377625,0.2697795033454895
Police Patrol Officers,33-3051.01,30.0,0.399018794298172,0.6236337423324585,0.10285171121358871
Sheriffs and Deputy Sheriffs,33-3051.03,30.0,0.14358213543891907,0.2616490423679352,0.4326416850090027
Transit and Railroad Police,33-3052.00,23.0,0.42126134037971497,0.235235333442688,0.16829298436641693
Animal Control Workers,33-9011.00,22.0,0.04812688007950783,0.23526588082313538,1.6203221082687378
Private Detectives and Investigators,33-9021.00,32.0,0.31733691692352295,0.25100916624069214,0.03035200946033001
Gaming Surveillance Officers and Gaming Investigators,33-9031.00,4.0,0.4664456248283386,0.5822069048881531,0.13157762587070465
Security Guards,33-9032.00,29.0,0.689501166343689,0.6563711166381836,0.9238097667694092
Crossing Guards,33-9091.00,17.0,0.1626618206501007,0.2279491424560547,0.09537166357040405
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092.00,16.0,0.4653397500514984,0.2133098542690277,0.4684068262577057
Transportation Security Screeners,33-9093.00,46.0,0.28059953451156616,0.4771352708339691,0.5066893696784973
Retail Loss Prevention Specialists,33-9099.02,19.0,0.5884129405021667,0.39903342723846436,0.26637643575668335
Chefs and Head Cooks,35-1011.00,24.0,0.5498685836791992,0.33355116844177246,0.13290517032146454
First-Line Supervisors of Food Preparation and Serving Workers,35-1012.00,42.0,0.24228808283805847,0.502076268196106,0.08519954234361649
"Cooks, Fast Food",35-2011.00,29.0,0.08803479373455048,0.2675904929637909,1.0702085494995117
"Cooks, Institution and Cafeteria",35-2012.00,15.0,0.4737567901611328,0.4322025775909424,0.4461047351360321
"Cooks, Private Household",35-2013.00,12.0,0.07249367982149124,0.13672421872615814,0.06373404711484909
"Cooks, Restaurant",35-2014.00,24.0,0.0,0.02714877761900425,0.03775946423411369
"Cooks, Short Order",35-2015.00,21.0,0.0719086304306984,0.12522996962070465,1.2620739936828613
Food Preparation Workers,35-2021.00,41.0,0.02590678073465824,0.130666121840477,0.7692703008651733
Bartenders,35-3011.00,27.0,0.09127961099147797,0.19619843363761902,1.0645688772201538
"Combined Food Preparation and Serving Workers, Including Fast Food",35-3021.00,27.0,0.09216200560331345,0.13428163528442383,0.09786798059940338
"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",35-3022.00,30.0,0.16414207220077515,0.19234144687652588,0.3158356547355652
Baristas,35-3022.01,16.0,0.034702226519584656,0.05377491936087608,0.05434438958764076
Waiters and Waitresses,35-3031.00,45.0,0.11195102334022522,0.23610316216945648,0.2666078507900238
"Food Servers, Nonrestaurant",35-3041.00,18.0,0.2315502017736435,0.3561665415763855,1.1966331005096436
Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011.00,28.0,0.04447377473115921,0.2719886004924774,1.6928025484085083
Dishwashers,35-9021.00,14.0,0.05844973027706146,0.2778331935405731,2.0644943714141846
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,27.0,0.14593486487865448,0.17194312810897827,0.19434352219104767
First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011.00,36.0,0.4965039789676666,0.34275221824645996,0.18773607909679413
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,45.0,0.32294797897338867,0.23162433505058289,0.16421867907047272
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011.00,30.0,0.2802579402923584,0.6006927490234375,2.8135204315185547
Maids and Housekeeping Cleaners,37-2012.00,40.0,0.08559346944093704,0.380357027053833,2.3024754524230957
Pest Control Workers,37-2021.00,28.0,1.078507661819458,1.3271090984344482,1.7130329608917236
Landscaping and Groundskeeping Workers,37-3011.00,40.0,0.12773089110851288,0.29164963960647583,0.6707568764686584
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012.00,15.0,0.6732421517372131,0.6004370450973511,0.602146565914154
Tree Trimmers and Pruners,37-3013.00,40.0,0.33363381028175354,0.3525833189487457,0.9593385457992554
Gaming Supervisors,39-1011.00,24.0,0.3134952783584595,0.3902517259120941,0.17386853694915771
Slot Supervisors,39-1012.00,22.0,0.08110789209604263,0.5861314535140991,0.14004431664943695
First-Line Supervisors of Personal Service Workers,39-1021.00,20.0,0.104802705347538,0.12036116421222687,0.0691610798239708
Spa Managers,39-1021.01,24.0,0.27028724551200867,0.33422911167144775,0.10660463571548462
Animal Trainers,39-2011.00,23.0,0.5331481099128723,0.265085369348526,0.24088913202285767
Nonfarm Animal Caretakers,39-2021.00,28.0,0.014829401858150959,0.19276772439479828,0.4488674998283386
Gaming Dealers,39-3011.00,24.0,0.2998161315917969,0.2896561324596405,0.25359225273132324
