ai_app_id,ability_id,level,lo,hi,n,range
11,22,1.0,1.0,1.0,3,0.0
11,23,1.0,1.0,1.0,3,0.0
11,24,1.0,1.0,1.0,3,0.0
11,25,1.0,1.0,1.0,3,0.0
11,26,1.0,1.0,1.0,3,0.0
11,27,1.0,1.0,1.0,3,0.0
11,28,1.0,1.0,1.0,3,0.0
11,29,1.0,1.0,1.0,3,0.0
11,30,1.0,1.0,1.0,3,0.0
11,31,1.0,1.0,1.0,3,0.0
11,32,1.0,1.0,1.0,3,0.0
11,33,1.0,1.0,1.0,3,0.0
11,34,1.0,1.0,1.0,3,0.0
11,35,1.0,1.0,1.0,3,0.0
11,36,1.0,1.0,1.0,3,0.0
11,37,1.0,1.0,1.0,3,0.0
11,38,1.0,1.0,1.0,3,0.0
11,39,1.0,1.0,1.0,3,0.0
11,40,1.0,1.0,1.0,3,0.0
11,41,1.0,1.0,1.0,3,0.0
11,42,1.0,1.0,1.0,3,0.0
11,43,1.0,1.0,1.0,3,0.0
11,44,1.0,1.0,1.0,3,0.0
11,45,1.0,1.0,1.0,3,0.0
11,46,1.0,1.0,1.0,3,0.0
11,47,1.0,1.0,1.0,3,0.0
11,48,1.0,1.0,1.0,3,0.0
11,49,1.0,1.0,1.0,3,0.0
11,50,1.0,1.0,1.0,3,0.0
11,51,1.0,1.0,1.0,3,0.0
11,52,1.0,1.0,1.0,3,0.0
11,53,1.0,1.0,1.0,3,0.0
11,54,1.0,1.0,1.2,3,0.19999999999999996
11,55,2.0,1.5,2.0,3,0.5
11,56,1.0,1.0,1.0,3,0.0
11,57,3.5,3.5,3.8,3,0.2999999999999998
11,58,1.3,1.0,1.4,3,0.3999999999999999
12,1,1.0,1.0,1.0,3,0.0
12,2,5.0,5.0,5.2,3,0.20000000000000018
12,3,1.0,1.0,1.0,3,0.0
12,4,4.3,3.5,4.5,3,1.0
12,5,4.7,4.5,4.8,3,0.2999999999999998
12,6,3.2,3.0,3.3,3,0.2999999999999998
12,7,3.5,3.5,4.0,3,0.5
12,8,4.5,4.5,4.5,3,0.0
12,9,4.3,4.2,4.3,3,0.09999999999999964
12,10,4.5,4.3,4.5,3,0.20000000000000018
12,11,4.5,4.5,4.5,3,0.0
12,12,4.5,4.3,4.5,3,0.20000000000000018
12,13,5.0,4.8,5.0,3,0.20000000000000018
12,14,5.5,5.2,5.5,3,0.2999999999999998
12,15,4.4,3.5,4.5,3,1.0
12,16,4.3,4.2,4.5,3,0.2999999999999998
12,17,3.0,2.0,3.5,3,1.5
12,18,1.0,1.0,1.0,3,0.0
12,19,2.5,2.5,2.5,3,0.0
12,20,4.5,4.5,4.5,3,0.0
12,21,3.0,3.0,3.2,3,0.20000000000000018
12,22,1.0,1.0,1.0,3,0.0
12,23,1.0,1.0,1.0,3,0.0
12,24,1.0,1.0,1.0,3,0.0
12,25,1.0,1.0,1.0,3,0.0
12,26,1.0,1.0,1.0,3,0.0
12,27,1.0,1.0,1.0,3,0.0
12,28,1.0,1.0,1.0,3,0.0
12,29,1.0,1.0,1.0,3,0.0
12,30,1.0,1.0,1.0,3,0.0
12,31,1.0,1.0,1.0,3,0.0
12,32,1.0,1.0,1.0,3,0.0
12,33,1.0,1.0,1.0,3,0.0
12,34,1.0,1.0,1.0,3,0.0
12,35,1.0,1.0,1.0,3,0.0
12,36,1.0,1.0,1.0,3,0.0
12,37,1.0,1.0,1.0,3,0.0
12,38,1.0,1.0,1.0,3,0.0
12,39,1.0,1.0,1.0,3,0.0
12,40,1.0,1.0,1.0,3,0.0
12,41,1.0,1.0,1.5,3,0.5
12,42,1.0,1.0,1.0,3,0.0
12,43,1.0,1.0,1.0,3,0.0
12,44,1.0,1.0,1.0,3,0.0
12,45,1.0,1.0,1.0,3,0.0
12,46,1.0,1.0,1.0,3,0.0
12,47,1.0,1.0,1.0,3,0.0
12,48,1.0,1.0,1.0,3,0.0
12,49,1.0,1.0,1.0,3,0.0
12,50,1.0,1.0,1.0,3,0.0
12,51,1.0,1.0,1.0,3,0.0
12,52,1.0,1.0,1.0,3,0.0
12,53,1.3,1.3,1.4,3,0.09999999999999987
12,54,1.5,1.5,2.0,3,0.5
12,55,1.0,1.0,1.3,3,0.30000000000000004
12,56,1.0,1.0,1.0,3,0.0
12,57,1.5,1.5,2.0,3,0.5
12,58,2.3,1.5,2.5,3,1.0
13,1,5.2,5.0,5.2,3,0.20000000000000018
13,2,5.0,5.0,5.3,3,0.2999999999999998
13,3,5.5,5.5,5.8,3,0.2999999999999998
13,4,5.0,5.0,5.2,3,0.20000000000000018
13,5,5.5,5.5,5.5,3,0.0
13,6,4.2,4.0,4.3,3,0.2999999999999998
13,7,3.5,3.5,3.5,3,0.0
13,8,4.5,4.4,4.5,3,0.09999999999999964
13,9,4.3,4.0,4.3,3,0.2999999999999998
13,10,3.8,3.5,4.2,3,0.7000000000000002
13,11,5.3,5.0,5.4,3,0.40000000000000036
13,12,3.5,2.8,4.5,3,1.7000000000000002
13,13,3.0,1.5,3.2,3,1.7000000000000002
13,14,5.5,5.5,6.0,3,0.5
13,15,4.2,3.8,4.3,3,0.5
13,16,3.4,3.0,3.5,3,0.5
13,17,2.0,1.5,2.0,3,0.5
13,18,1.0,1.0,1.0,3,0.0
13,19,1.8,1.3,1.8,3,0.5
13,20,4.3,4.0,4.5,3,0.5
13,21,3.0,3.0,3.5,3,0.5
13,22,1.0,1.0,1.0,3,0.0
13,23,1.0,1.0,1.0,3,0.0
13,24,1.0,1.0,1.0,3,0.0
13,25,1.0,1.0,1.0,3,0.0
13,26,1.0,1.0,1.0,3,0.0
13,27,1.0,1.0,1.0,3,0.0
13,28,1.0,1.0,1.0,3,0.0
13,29,1.0,1.0,1.0,3,0.0
13,30,1.0,1.0,1.0,3,0.0
13,31,1.0,1.0,1.0,3,0.0
13,32,1.0,1.0,1.0,3,0.0
13,33,1.0,1.0,1.0,3,0.0
13,34,1.0,1.0,1.0,3,0.0
13,35,1.0,1.0,1.0,3,0.0
13,36,1.0,1.0,1.0,3,0.0
13,37,1.0,1.0,1.0,3,0.0
13,38,1.0,1.0,1.0,3,0.0
13,39,1.0,1.0,1.0,3,0.0
13,40,1.0,1.0,1.0,3,0.0
13,41,1.0,1.0,1.0,3,0.0
13,42,1.0,1.0,1.0,3,0.0
13,43,1.0,1.0,1.0,3,0.0
13,44,1.0,1.0,1.0,3,0.0
13,45,1.0,1.0,1.0,3,0.0
13,46,1.0,1.0,1.0,3,0.0
13,47,1.0,1.0,1.0,3,0.0
13,48,2.2,1.7,2.5,3,0.8
13,49,3.2,3.2,3.4,3,0.19999999999999973
13,50,1.0,1.0,1.2,3,0.19999999999999996
13,51,5.3,4.7,5.3,3,0.5999999999999996
13,52,5.5,5.5,6.0,3,0.5
13,53,3.5,3.3,3.5,3,0.20000000000000018
13,54,2.5,2.5,2.5,3,0.0
13,55,3.8,3.8,4.0,3,0.20000000000000018
13,56,3.0,3.0,3.3,3,0.2999999999999998
13,57,4.4,4.3,4.5,3,0.20000000000000018
13,58,3.7,3.5,3.8,3,0.2999999999999998
