ai_app_id,ability_id,app_name,ability_name,r_primary,r_secondary,r_mean,conf_primary,conf_secondary
7,42,Language modeling,Far Vision,0.0,0.0,0.0,high,high
7,43,Language modeling,Peripheral Vision,0.0,0.0,0.0,high,high
7,44,Language modeling,Depth Perception,0.0,0.0,0.0,high,high
7,45,Language modeling,Visual Color Discrimination,0.0,0.0,0.0,high,high
7,46,Language modeling,Night Vision,0.0,0.0,0.0,high,high
7,47,Language modeling,Glare Sensitivity,0.0,0.0,0.0,high,high
7,48,Language modeling,Hearing Sensitivity,0.0,0.0,0.0,high,high
7,49,Language modeling,Auditory Attention,0.0,0.25,0.125,high,medium
7,50,Language modeling,Sound Localization,0.0,0.0,0.0,high,high
7,51,Language modeling,Speech Recognition,0.25,0.25,0.25,medium,medium
7,52,Language modeling,Speech Clarity,0.0,0.25,0.125,high,medium
7,53,Language modeling,Social Perceptiveness,0.5,0.5,0.5,medium,medium
7,54,Language modeling,Coordination,0.75,0.5,0.625,high,medium
7,55,Language modeling,Persuasion,0.75,0.75,0.75,medium,high
7,56,Language modeling,Negotiation,0.75,0.75,0.75,high,medium
7,57,Language modeling,Instructing,0.5,0.5,0.5,medium,medium
7,58,Language modeling,Service Orientation,0.25,0.25,0.25,medium,medium
8,1,Translation,Oral Comprehension,0.25,0.25,0.25,medium,medium
8,2,Translation,Written Comprehension,0.75,0.75,0.75,high,high
8,3,Translation,Oral Expression,0.25,0.5,0.375,medium,medium
8,4,Translation,Written Expression,1.0,1.0,1.0,high,high
8,5,Translation,Fluency of Ideas,0.0,0.25,0.125,high,medium
8,6,Translation,Originality,0.25,0.25,0.25,medium,high
8,7,Translation,Problem Sensitivity,0.0,0.25,0.125,high,medium
8,8,Translation,Deductive Reasoning,0.25,0.25,0.25,medium,medium
8,9,Translation,Inductive Reasoning,0.25,0.25,0.25,medium,medium
8,10,Translation,Information Ordering,0.25,0.25,0.25,medium,medium
8,11,Translation,Category Flexibility,0.25,0.25,0.25,medium,medium
8,12,Translation,Mathematical Reasoning,0.0,0.0,0.0,high,high
8,13,Translation,Number Facility,0.0,0.0,0.0,high,high
8,14,Translation,Memorization,0.25,0.25,0.25,medium,medium
8,15,Translation,Speed of Closure,0.25,0.25,0.25,high,high
8,16,Translation,Flexibility of Closure,0.25,0.25,0.25,high,high
8,17,Translation,Perceptual Speed,0.0,0.0,0.0,high,high
8,18,Translation,Spatial Orientation,0.0,0.0,0.0,high,high
8,19,Translation,Visualization,0.0,0.25,0.125,high,medium
8,20,Translation,Selective Attention,0.0,0.25,0.125,high,medium
8,21,Translation,Time Sharing,0.0,0.25,0.125,high,medium
8,22,Translation,Arm-Hand Steadiness,0.0,0.0,0.0,high,high
8,23,Translation,Manual Dexterity,0.0,0.0,0.0,high,high
8,24,Translation,Finger Dexterity,0.0,0.0,0.0,high,high
8,25,Translation,Control Precision,0.0,0.0,0.0,high,high
8,26,Translation,Multilimb Coordination,0.0,0.0,0.0,high,high
8,27,Translation,Response Orientation,0.0,0.0,0.0,high,high
8,28,Translation,Rate Control,0.0,0.0,0.0,high,high
8,29,Translation,Reaction Time,0.0,0.0,0.0,high,high
8,30,Translation,Wrist-Finger Speed,0.0,0.0,0.0,high,high
8,31,Translation,Speed of Limb Movement,0.0,0.0,0.0,high,high
8,32,Translation,Static Strength,0.0,0.0,0.0,high,high
8,33,Translation,Dynamic Strength,0.0,0.0,0.0,high,high
8,34,Translation,Explosive Strength,0.0,0.0,0.0,high,high
8,35,Translation,Trunk Strength,0.0,0.0,0.0,high,high
8,36,Translation,Stamina,0.0,0.0,0.0,high,high
8,37,Translation,Extent Flexibility,0.0,0.0,0.0,high,high
8,38,Translation,Dynamic Flexibility,0.0,0.0,0.0,high,high
8,39,Translation,Gross Body Coordination,0.0,0.0,0.0,high,high
8,40,Translation,Gross Body Equilibrium,0.0,0.0,0.0,high,high
8,41,Translation,Near Vision,0.0,0.0,0.0,high,high
8,42,Translation,Far Vision,0.0,0.0,0.0,high,high
8,43,Translation,Peripheral Vision,0.0,0.0,0.0,high,high
8,44,Translation,Depth Perception,0.0,0.0,0.0,high,high
8,45,Translation,Visual Color Discrimination,0.0,0.0,0.0,high,high
8,46,Translation,Night Vision,0.0,0.0,0.0,high,high
8,47,Translation,Glare Sensitivity,0.0,0.0,0.0,high,high
8,48,Translation,Hearing Sensitivity,0.0,0.0,0.0,high,high
8,49,Translation,Auditory Attention,0.0,0.0,0.0,high,high
8,50,Translation,Sound Localization,0.0,0.0,0.0,high,high
8,51,Translation,Speech Recognition,0.25,0.25,0.25,medium,medium
8,52,Translation,Speech Clarity,0.0,0.25,0.125,high,medium
8,53,Translation,Social Perceptiveness,0.0,0.25,0.125,high,medium
8,54,Translation,Coordination,0.0,0.25,0.125,high,medium
8,55,Translation,Persuasion,0.0,0.25,0.125,high,medium
8,56,Translation,Negotiation,0.0,0.25,0.125,high,medium
8,57,Translation,Instructing,0.25,0.25,0.25,medium,medium
8,58,Translation,Service Orientation,0.0,0.25,0.125,high,medium
9,1,Speech recognition,Oral Comprehension,1.0,0.75,0.875,high,high
9,2,Speech recognition,Written Comprehension,0.0,0.0,0.0,high,high
9,3,Speech recognition,Oral Expression,0.0,0.5,0.25,high,medium
9,4,Speech recognition,Written Expression,0.0,0.25,0.125,high,medium
9,5,Speech recognition,Fluency of Ideas,0.0,0.25,0.125,high,medium
9,6,Speech recognition,Originality,0.0,0.0,0.0,high,high
9,7,Speech recognition,Problem Sensitivity,0.0,0.0,0.0,high,high
9,8,Speech recognition,Deductive Reasoning,0.0,0.0,0.0,high,high
9,9,Speech recognition,Inductive Reasoning,0.0,0.25,0.125,high,medium
9,10,Speech recognition,Information Ordering,0.25,0.25,0.25,high,high
9,11,Speech recognition,Category Flexibility,0.0,0.25,0.125,high,medium
9,12,Speech recognition,Mathematical Reasoning,0.0,0.0,0.0,high,high
9,13,Speech recognition,Number Facility,0.0,0.25,0.125,high,medium
9,14,Speech recognition,Memorization,0.0,0.25,0.125,high,medium
9,15,Speech recognition,Speed of Closure,0.25,0.25,0.25,medium,medium
9,16,Speech recognition,Flexibility of Closure,0.0,0.25,0.125,high,medium
9,17,Speech recognition,Perceptual Speed,0.25,0.25,0.25,medium,medium
9,18,Speech recognition,Spatial Orientation,0.0,0.0,0.0,high,high
9,19,Speech recognition,Visualization,0.0,0.0,0.0,high,high
9,20,Speech recognition,Selective Attention,0.25,0.25,0.25,medium,medium
9,21,Speech recognition,Time Sharing,0.25,0.25,0.25,medium,medium
9,22,Speech recognition,Arm-Hand Steadiness,0.0,0.0,0.0,high,high
9,23,Speech recognition,Manual Dexterity,0.0,0.0,0.0,high,high
9,24,Speech recognition,Finger Dexterity,0.0,0.0,0.0,high,high
9,25,Speech recognition,Control Precision,0.0,0.0,0.0,high,high
9,26,Speech recognition,Multilimb Coordination,0.0,0.0,0.0,high,high
9,27,Speech recognition,Response Orientation,0.0,0.25,0.125,high,medium
9,28,Speech recognition,Rate Control,0.0,0.0,0.0,high,high
9,29,Speech recognition,Reaction Time,0.0,0.25,0.125,high,medium
9,30,Speech recognition,Wrist-Finger Speed,0.0,0.0,0.0,high,high
9,31,Speech recognition,Speed of Limb Movement,0.0,0.0,0.0,high,high
9,32,Speech recognition,Static Strength,0.0,0.0,0.0,high,high
9,33,Speech recognition,Dynamic Strength,0.0,0.0,0.0,high,high
9,34,Speech recognition,Explosive Strength,0.0,0.0,0.0,high,high
9,35,Speech recognition,Trunk Strength,0.0,0.0,0.0,high,high
9,36,Speech recognition,Stamina,0.0,0.0,0.0,high,high
9,37,Speech recognition,Extent Flexibility,0.0,0.0,0.0,high,high
9,38,Speech recognition,Dynamic Flexibility,0.0,0.0,0.0,high,high
9,39,Speech recognition,Gross Body Coordination,0.0,0.0,0.0,high,high
9,40,Speech recognition,Gross Body Equilibrium,0.0,0.0,0.0,high,high
9,41,Speech recognition,Near Vision,0.0,0.0,0.0,high,high
9,42,Speech recognition,Far Vision,0.0,0.0,0.0,high,high
9,43,Speech recognition,Peripheral Vision,0.0,0.0,0.0,high,high
9,44,Speech recognition,Depth Perception,0.0,0.0,0.0,high,high
9,45,Speech recognition,Visual Color Discrimination,0.0,0.0,0.0,high,high
9,46,Speech recognition,Night Vision,0.0,0.0,0.0,high,high
9,47,Speech recognition,Glare Sensitivity,0.0,0.0,0.0,high,high
9,48,Speech recognition,Hearing Sensitivity,0.75,0.75,0.75,high,high
9,49,Speech recognition,Auditory Attention,1.0,1.0,1.0,high,high
9,50,Speech recognition,Sound Localization,0.0,0.25,0.125,high,medium
9,51,Speech recognition,Speech Recognition,1.0,1.0,1.0,high,high
9,52,Speech recognition,Speech Clarity,0.75,0.75,0.75,high,high
9,53,Speech recognition,Social Perceptiveness,0.25,0.25,0.25,medium,medium
9,54,Speech recognition,Coordination,0.0,0.25,0.125,high,medium
9,55,Speech recognition,Persuasion,0.0,0.25,0.125,high,medium
9,56,Speech recognition,Negotiation,0.0,0.25,0.125,high,medium
9,57,Speech recognition,Instructing,0.0,0.25,0.125,high,medium
9,58,Speech recognition,Service Orientation,0.0,0.25,0.125,high,medium
